age,gender,vehicle_age,vehicle_type,annual_mileage,driving_violations,claim_amount,previous_claims,credit_score,region,is_fraud
56,F,4,luxury,16478,1,997,0,673,rural,0
45,M,1,suv,7477,0,12006,1,685,suburban,0
41,F,7,luxury,10548,1,4745,1,714,suburban,0
46,M,5,sedan,1976,0,1494,2,651,rural,0
37,F,3,suv,7617,2,3647,2,603,urban,0
18,F,3,sports,18716,0,6770,0,601,suburban,0
75,M,3,sports,1249,0,4666,0,728,urban,0
47,F,6,sedan,4733,0,500,0,734,urban,0
50,M,7,luxury,13127,1,37073,0,607,rural,0
44,M,6,suv,15801,1,500,3,513,urban,0
33,M,8,sports,7148,0,10534,2,633,rural,0
42,F,7,sports,6657,1,5143,1,740,urban,0
21,F,4,luxury,9270,0,10864,1,737,urban,0
79,F,4,sedan,9801,2,1880,0,554,urban,0
26,M,5,sedan,1000,1,1921,2,387,urban,0
29,M,3,sedan,11231,0,752,0,612,rural,1
38,F,4,sports,4951,1,698,0,645,urban,1
64,M,2,sports,8494,0,3142,2,627,rural,0
45,M,4,sports,14642,1,3383,1,347,rural,0
26,F,4,sports,8145,0,1937,3,409,rural,1
63,F,6,sports,10633,0,746,1,608,rural,0
55,M,12,sports,10306,1,1418,1,448,rural,0
53,M,4,truck,4884,0,1406,1,627,rural,0
55,F,1,suv,12087,0,778,4,529,suburban,0
80,F,2,sedan,15507,0,10025,2,761,suburban,0
77,M,7,suv,15818,0,3269,1,623,rural,0
34,M,3,luxury,9588,0,9856,1,700,rural,0
69,M,6,sedan,7991,0,5731,0,732,rural,0
50,F,4,sedan,12992,1,3426,0,600,urban,0
52,M,2,sports,22760,0,66878,0,599,suburban,0
19,M,6,sports,14677,0,4711,3,677,urban,0
42,M,7,luxury,12180,0,7045,1,671,rural,0
32,M,3,suv,10251,1,840,0,537,suburban,1
57,M,5,suv,8639,1,18756,0,659,suburban,0
61,M,6,suv,1343,0,3181,2,771,suburban,0
18,F,9,luxury,12036,0,2183,1,680,suburban,1
44,F,6,truck,7042,0,1923,1,489,suburban,1
61,F,6,suv,11122,0,2390,0,726,suburban,0
42,M,3,sedan,13686,0,10993,0,625,rural,0
55,F,4,sedan,19728,0,15964,0,601,suburban,0
50,M,6,sports,5905,1,1344,0,550,suburban,0
50,M,3,sports,7616,1,8679,0,650,urban,0
40,M,4,suv,17361,0,7785,0,583,suburban,1
26,M,5,suv,7600,1,9841,1,588,suburban,0
28,M,7,sports,10179,0,7638,1,400,suburban,0
55,F,6,sedan,6369,0,4675,1,709,suburban,0
45,F,8,luxury,18641,0,1227,2,692,suburban,0
42,F,5,luxury,13774,0,589,1,693,urban,0
38,M,3,luxury,7214,0,1041,0,683,rural,0
40,F,5,suv,18181,1,5508,2,838,urban,0
60,M,3,luxury,20082,3,1987,1,670,rural,0
39,F,4,truck,5224,1,1229,2,711,suburban,0
24,F,1,suv,17433,1,8434,0,669,urban,0
56,F,3,truck,13075,0,2491,0,558,suburban,0
41,F,2,suv,4207,0,1165,0,691,suburban,0
45,F,4,suv,11561,0,1142,0,590,suburban,0
69,F,4,luxury,12890,0,3136,2,569,urban,0
44,M,3,suv,2804,1,5107,1,752,rural,1
49,M,1,truck,22969,1,8129,3,554,rural,0
27,M,4,sedan,8957,0,808,0,645,urban,0
41,M,2,truck,14104,0,1693,0,744,suburban,0
54,M,3,sports,11566,1,6941,1,625,rural,0
21,F,1,suv,10634,0,2322,1,672,suburban,0
48,M,5,truck,9084,0,1967,0,646,suburban,0
46,M,6,luxury,12592,1,2094,4,637,rural,0
45,M,8,sports,6511,1,1758,0,557,rural,0
60,M,5,sedan,12014,0,7746,0,609,urban,0
50,M,3,truck,4077,0,2319,3,575,rural,0
67,M,7,truck,16489,0,977,0,424,rural,0
30,M,7,truck,9081,0,3692,1,629,suburban,0
47,M,4,sports,11136,0,1293,0,581,urban,0
46,M,4,luxury,14535,1,3691,2,594,rural,0
28,F,5,sports,18818,2,898,2,818,suburban,1
59,M,4,luxury,21033,1,3602,0,774,rural,0
79,M,4,luxury,16661,0,2644,0,545,urban,0
44,F,5,sedan,5939,2,2509,0,702,suburban,0
52,F,4,suv,18718,0,668,0,581,rural,0
46,M,1,suv,7273,1,4188,1,508,urban,0
34,M,5,truck,6735,1,2097,3,611,urban,0
18,M,3,suv,9740,0,1948,0,545,rural,0
34,F,6,truck,14128,0,3342,1,768,rural,0
24,M,7,sports,23663,1,3786,2,588,urban,0
70,F,3,suv,10771,0,2422,0,745,suburban,0
43,F,4,sedan,26167,0,1099,2,518,urban,0
39,F,5,sedan,16314,1,1536,0,479,suburban,0
58,F,5,sedan,9640,1,1902,1,643,urban,0
28,F,5,sports,16689,0,10804,1,340,urban,0
33,M,5,truck,6972,0,19520,1,623,rural,0
46,M,3,sports,9680,1,2570,0,784,rural,0
60,F,5,sports,8117,1,3914,2,584,urban,0
52,F,3,sports,15320,0,5218,4,644,urban,0
48,F,4,luxury,17850,1,4584,1,615,urban,0
46,F,7,sports,12326,0,2701,0,536,suburban,0
51,M,5,suv,10618,1,7409,0,599,rural,0
48,F,5,truck,10804,1,3325,1,705,urban,0
29,F,2,sedan,2841,0,3066,0,818,urban,0
45,M,6,luxury,9961,0,8167,0,703,urban,0
28,M,2,truck,12370,0,1737,0,664,suburban,1
46,M,1,truck,22965,2,871,1,656,urban,0
37,M,4,sports,6134,0,2093,1,684,rural,0
83,F,5,sedan,13630,0,2129,0,593,rural,0
44,F,6,truck,5346,0,782,0,666,suburban,0
23,F,8,suv,13997,0,2499,0,707,urban,1
42,F,5,sedan,13631,0,11070,0,433,rural,0
52,F,9,suv,18011,1,556,2,497,urban,0
70,F,2,luxury,12480,0,3124,0,687,urban,1
36,F,3,truck,12732,0,1538,1,605,rural,1
21,F,3,luxury,14107,2,1746,0,419,suburban,1
57,F,6,suv,10853,0,7995,0,689,urban,0
24,M,13,luxury,12859,0,1769,0,619,urban,0
38,F,4,suv,11801,0,3142,1,669,rural,0
41,M,6,sports,7102,0,3533,0,468,urban,0
43,M,5,sports,15319,0,1493,0,671,urban,0
55,M,3,luxury,20191,0,3166,0,559,urban,0
34,M,4,suv,6825,0,10284,0,825,rural,0
40,F,9,truck,13841,0,2297,0,513,suburban,0
44,M,4,sedan,18945,0,8006,1,618,suburban,0
47,M,2,luxury,11348,0,6642,1,510,rural,0
46,F,6,truck,20516,0,3859,0,670,urban,0
51,M,5,suv,16983,0,1156,1,711,rural,0
57,F,5,suv,6771,1,3258,3,677,urban,0
50,F,9,luxury,9341,1,6515,1,657,rural,0
51,F,6,truck,16735,0,11059,0,740,urban,0
21,F,3,luxury,2711,1,2372,0,520,suburban,0
45,M,5,sports,7850,1,3259,1,581,urban,1
52,F,6,suv,14080,1,2472,1,724,rural,0
55,M,4,sports,9233,0,14232,1,596,suburban,0
34,M,3,luxury,5748,0,7779,0,477,rural,0
35,F,0,suv,12187,1,4869,0,531,urban,0
36,M,5,luxury,18306,3,7115,0,666,urban,0
53,F,3,sedan,7973,0,3272,1,541,rural,0
60,M,7,truck,8720,0,3987,2,622,urban,0
38,M,4,suv,11069,0,1815,0,518,rural,0
58,M,2,suv,21591,1,2471,0,614,urban,0
46,M,7,sports,6924,1,9444,0,550,urban,0
43,F,2,sedan,6479,0,6483,1,591,rural,0
41,F,3,sports,13972,0,6862,1,622,urban,1
56,M,4,truck,19816,0,500,1,636,suburban,0
49,M,6,luxury,8318,0,1497,5,715,urban,0
79,M,11,sedan,21221,0,1903,1,556,rural,0
32,M,5,sports,4227,0,2042,2,574,rural,0
52,F,6,luxury,5080,0,3043,1,466,urban,1
37,M,9,truck,8197,0,1288,1,697,suburban,0
31,M,4,truck,11749,1,837,3,626,rural,0
44,M,0,sedan,10408,0,4035,0,491,urban,0
47,F,6,sedan,7622,0,3129,0,674,suburban,0
85,M,6,suv,1000,1,967,1,815,suburban,0
42,F,3,truck,12039,0,2412,0,796,suburban,0
28,F,8,suv,10881,0,770,1,720,suburban,0
49,M,4,luxury,11948,1,2854,1,608,suburban,0
18,M,7,sedan,6809,0,1541,1,593,urban,0
43,M,7,suv,10231,0,3742,1,708,suburban,0
45,F,6,truck,11387,2,1500,0,692,urban,1
56,F,6,luxury,9433,0,3391,1,636,suburban,0
59,M,6,sedan,8452,0,1505,0,576,urban,0
37,F,1,truck,14704,0,2935,1,769,urban,0
42,M,6,sports,5033,0,1303,1,543,urban,0
33,M,5,luxury,11643,1,1764,2,850,rural,0
28,M,8,luxury,9108,2,2007,1,777,suburban,0
49,M,1,sports,9092,0,2670,1,465,rural,0
25,M,2,sedan,16288,1,4164,1,675,suburban,0
38,M,8,truck,15616,0,5178,2,656,rural,0
30,F,6,luxury,12897,2,12837,3,583,urban,0
53,F,7,suv,14711,1,4882,1,470,urban,0
72,F,6,sedan,14360,0,896,0,647,rural,1
25,M,3,sedan,7896,0,4439,1,600,rural,0
18,M,2,truck,11388,1,4107,1,796,suburban,0
43,M,3,sports,8038,0,2549,2,725,rural,0
45,F,9,luxury,11876,0,500,1,659,urban,0
48,M,4,luxury,1000,0,627,1,620,urban,1
38,F,2,suv,1000,0,500,1,647,suburban,0
41,M,8,suv,12966,0,2570,3,719,urban,0
50,F,6,suv,18597,1,5636,0,653,rural,0
60,M,4,suv,11498,0,2693,1,806,rural,0
18,M,9,truck,7346,0,11550,1,753,suburban,0
39,F,6,truck,9470,0,5725,0,745,urban,0
48,F,4,suv,13484,1,2711,3,742,suburban,0
31,F,4,suv,20531,0,1030,0,430,suburban,0
70,M,5,suv,1000,1,1023,1,629,rural,0
35,F,3,luxury,15633,0,2477,0,627,urban,0
44,F,6,truck,8982,0,9791,2,670,urban,0
53,M,4,sedan,11738,0,1556,1,752,suburban,0
36,M,5,truck,1000,0,3516,0,781,rural,1
18,F,4,truck,8280,1,43148,0,428,rural,0
38,M,4,luxury,10819,0,12494,2,699,rural,0
60,F,2,luxury,13756,0,1450,0,850,rural,0
39,F,5,suv,3305,0,3711,1,610,urban,0
32,F,2,sports,15620,1,2355,1,646,rural,0
58,M,5,truck,15765,0,8666,0,651,rural,1
40,F,7,sports,18073,0,5634,2,549,rural,0
37,F,6,sedan,12034,1,539,1,622,suburban,1
47,M,4,suv,9429,1,779,0,774,urban,0
56,F,0,truck,22667,0,3587,1,726,rural,0
80,F,3,luxury,4431,0,8871,0,594,suburban,0
57,F,5,luxury,12125,2,984,0,675,urban,0
62,M,9,sports,12059,1,2578,1,490,rural,0
37,F,3,luxury,18274,0,687,0,432,suburban,0
29,M,7,sports,9834,1,3263,0,781,urban,0
45,M,4,suv,10268,2,3242,1,717,urban,1
46,F,6,sports,24403,2,6107,0,730,urban,0
28,F,5,truck,18091,1,13889,1,636,urban,0
42,M,6,luxury,13632,0,22471,0,618,urban,0
50,F,2,luxury,9127,0,1880,1,527,urban,0
50,F,5,truck,15066,0,1638,0,674,urban,0
52,M,8,sedan,17779,0,5935,0,676,rural,0
49,F,6,suv,7772,0,2301,0,720,suburban,1
37,F,9,sports,5662,0,4884,1,725,urban,0
37,M,7,suv,14636,1,3545,0,649,urban,0
27,F,3,truck,16036,1,4915,1,668,rural,0
71,M,2,suv,16159,0,1780,0,686,rural,0
45,M,8,sedan,10332,0,636,0,585,urban,1
41,F,3,suv,12214,2,19604,2,583,urban,0
31,M,7,sports,14183,0,35382,1,631,suburban,0
85,F,6,truck,14235,0,630,1,578,urban,0
28,F,2,sedan,11003,0,4947,0,734,suburban,0
38,M,4,sedan,7571,1,2076,0,734,rural,0
51,M,5,sedan,10151,1,1368,1,678,suburban,0
54,M,5,luxury,20300,1,2256,3,850,rural,1
59,M,4,suv,15067,1,3090,0,826,suburban,0
72,M,5,sports,13013,0,4241,0,483,suburban,0
52,M,5,luxury,8506,0,4902,2,777,urban,0
29,F,10,sports,7446,1,6565,1,626,rural,1
41,F,3,sports,10445,0,1622,1,716,suburban,1
49,M,3,sports,5189,0,2373,1,585,suburban,0
76,F,2,sports,16003,0,9668,0,677,rural,1
24,M,3,suv,20359,3,3343,0,544,suburban,0
63,M,0,suv,5168,0,1335,1,580,suburban,1
47,F,6,sports,7432,0,11667,1,670,rural,0
57,F,4,sports,13343,0,3788,1,799,urban,0
43,M,9,sedan,12298,1,3921,0,521,urban,0
32,M,6,luxury,12541,1,1701,2,587,rural,0
56,M,6,suv,14009,0,3287,1,685,suburban,0
54,F,5,sedan,20915,0,10052,0,520,rural,0
59,M,5,truck,3376,0,1005,1,828,urban,1
44,M,4,sedan,22270,1,1335,1,635,rural,0
36,F,4,luxury,9420,0,5795,0,836,urban,0
21,F,7,truck,9450,0,2179,1,441,rural,0
57,F,7,sports,11973,0,8477,0,569,suburban,0
51,M,1,sedan,8514,1,10420,1,663,rural,0
30,M,2,luxury,24643,1,3555,0,597,urban,0
36,F,10,sedan,13131,0,1526,1,468,urban,0
37,M,7,luxury,16178,0,2203,1,541,urban,0
22,M,5,sedan,17923,2,4239,1,557,suburban,1
32,F,5,luxury,13652,0,18002,0,676,rural,0
27,F,8,sports,7958,3,4423,0,619,urban,1
38,M,7,luxury,14397,1,863,1,674,urban,0
33,F,4,suv,8649,0,1243,1,758,urban,1
20,F,7,sedan,14435,0,742,1,736,suburban,1
75,M,5,truck,7465,1,8410,1,765,urban,0
63,M,4,truck,10949,0,2839,1,685,suburban,0
33,M,5,truck,9592,1,9250,1,630,suburban,0
49,M,4,luxury,4590,0,882,0,532,urban,0
51,M,5,truck,6997,1,1886,0,613,urban,1
62,M,6,luxury,13653,3,6921,1,634,suburban,1
32,F,4,truck,2357,0,2868,1,674,urban,0
61,F,6,truck,12825,0,1525,1,660,urban,0
36,F,9,sports,12715,0,2526,1,781,suburban,0
24,M,4,sports,17531,0,1383,0,785,urban,0
55,M,6,sports,6259,1,6272,1,559,rural,1
64,M,2,sedan,9065,0,8104,0,651,suburban,0
83,M,8,luxury,1000,1,7144,2,728,urban,0
27,M,2,luxury,15004,0,1667,0,537,urban,0
55,F,3,sports,18022,0,5588,0,645,rural,0
38,M,4,sports,20096,1,1892,2,819,urban,0
56,F,5,truck,20854,1,1217,1,718,rural,0
22,M,7,truck,10985,1,4098,1,530,rural,0
26,F,4,truck,11216,0,3397,2,745,urban,0
33,F,11,sedan,17620,0,4466,0,628,rural,0
46,F,2,sports,8369,2,3318,2,590,suburban,0
35,F,6,sports,13816,0,1219,1,746,suburban,0
54,F,3,sports,14157,1,10577,0,740,urban,0
60,F,3,truck,17532,2,1149,1,536,suburban,0
53,F,5,sedan,10158,0,5063,1,676,urban,1
69,M,5,suv,18151,0,500,1,724,rural,0
51,M,7,suv,14644,0,1112,0,480,suburban,0
26,F,6,truck,11683,1,4502,0,692,rural,0
65,M,4,truck,9721,0,4193,1,515,suburban,0
35,M,3,sports,3915,0,5639,2,637,suburban,0
58,F,7,luxury,18607,0,4833,1,615,urban,0
68,M,3,truck,15419,2,5988,0,491,rural,0
51,F,3,truck,16425,0,1406,0,546,urban,0
22,M,4,suv,6308,0,575,0,572,urban,0
31,F,5,truck,1730,2,2696,1,687,rural,0
64,M,5,luxury,27179,1,3004,0,652,urban,0
42,F,8,sports,9111,0,3941,1,736,urban,0
46,M,10,luxury,6976,0,14900,0,675,rural,0
56,M,6,sedan,8259,0,500,1,560,suburban,0
55,M,7,truck,22257,2,2108,0,524,rural,0
49,F,5,truck,9980,0,5513,4,580,urban,0
41,F,5,luxury,9376,0,6956,0,671,suburban,0
40,M,2,sedan,22005,1,1193,1,753,urban,0
57,M,1,sports,14231,0,2574,0,797,suburban,0
53,F,5,luxury,12577,1,500,2,706,urban,0
41,M,4,suv,14062,2,12187,0,651,rural,0
61,M,0,sedan,11736,0,2812,1,565,urban,0
43,F,4,sports,7294,0,1472,2,572,suburban,0
32,F,5,sedan,18253,0,1054,0,577,rural,0
33,M,6,suv,10427,0,1116,1,550,suburban,0
30,F,4,sedan,9700,0,2754,1,493,urban,0
40,M,7,luxury,6850,0,6519,0,690,rural,0
63,M,3,luxury,17877,0,1529,0,665,rural,1
32,F,4,sedan,12249,2,29727,0,737,rural,0
47,M,4,truck,15220,0,5780,0,636,suburban,1
35,F,8,sedan,18935,0,8264,1,691,rural,0
41,F,3,luxury,12557,0,564,0,762,rural,0
22,M,5,sports,15165,0,777,0,634,urban,0
41,F,7,sedan,17030,0,1285,2,666,urban,0
42,M,5,suv,12507,0,5539,3,577,rural,0
53,F,5,suv,14877,0,2419,2,549,rural,1
48,M,6,sports,11655,0,616,1,671,urban,0
27,F,4,sports,16669,0,20926,1,641,urban,0
61,M,5,sports,8148,1,2205,1,622,urban,0
48,M,8,sports,15794,0,3692,0,631,rural,0
47,F,5,sedan,9972,0,500,0,565,urban,0
44,M,2,sports,16826,0,5044,3,526,rural,0
37,M,7,sports,7401,0,5629,1,672,suburban,0
48,M,3,truck,17850,0,500,3,627,urban,1
52,M,4,suv,1000,2,6127,0,656,urban,0
18,M,4,sedan,15070,0,4639,2,737,suburban,0
36,M,3,luxury,4250,0,11008,1,582,rural,0
41,F,7,truck,13001,0,500,1,615,urban,1
48,F,5,truck,6467,2,7598,0,590,suburban,0
62,F,1,luxury,12055,0,5392,1,708,suburban,0
33,F,3,truck,15609,2,594,0,527,rural,0
37,M,5,sedan,6355,0,4105,1,771,rural,0
37,M,7,suv,10355,0,3872,0,804,rural,0
32,F,6,sports,1000,0,2062,1,619,suburban,0
39,M,1,truck,19556,1,4183,0,552,suburban,0
56,F,2,sedan,24406,1,4364,0,581,rural,0
29,M,2,truck,18253,0,7074,2,682,urban,0
51,M,4,sedan,10961,0,1493,0,762,suburban,0
19,F,4,truck,18371,0,1445,1,634,urban,0
36,M,12,sedan,13329,0,2395,1,590,suburban,0
40,F,3,sports,18664,0,515,0,664,urban,0
70,F,4,sedan,11673,1,3339,1,412,urban,0
40,F,9,luxury,15224,1,2312,3,584,rural,1
18,M,6,truck,9272,3,2010,1,623,rural,0
18,M,4,sports,2448,1,4500,0,579,suburban,1
45,F,5,truck,21642,1,569,0,643,urban,0
54,M,0,sedan,20425,0,1030,2,759,rural,1
50,F,9,truck,14759,1,4136,0,600,suburban,0
47,F,4,suv,9472,1,4995,1,631,urban,0
62,M,3,sedan,10602,0,6192,1,724,suburban,0
36,F,4,sedan,13001,0,3358,0,652,urban,1
58,M,9,truck,23726,0,500,0,457,urban,0
20,M,6,sports,11423,0,1189,0,583,urban,0
31,M,5,luxury,8946,0,6055,0,612,rural,0
18,F,4,sports,6320,0,7431,0,503,suburban,0
40,F,5,luxury,4221,0,827,1,539,rural,0
44,M,5,suv,7671,0,1455,1,729,urban,0
46,M,6,luxury,18843,0,2713,2,649,suburban,0
45,F,3,sports,3304,2,9022,1,532,suburban,1
31,M,4,luxury,13810,0,3316,0,801,urban,0
42,M,1,luxury,12143,0,827,0,580,urban,0
22,F,2,suv,11072,1,993,0,623,urban,0
65,F,4,luxury,7197,1,3362,0,715,urban,0
40,F,4,truck,14789,2,1225,0,636,urban,0
37,M,6,suv,12717,2,1525,2,831,urban,0
68,F,3,suv,15692,0,500,1,616,urban,0
26,F,6,truck,13992,1,1258,2,357,suburban,0
28,F,5,suv,6335,0,16618,1,550,rural,0
28,F,0,suv,10395,0,3309,0,736,rural,1
43,F,3,sports,13073,0,1388,0,580,urban,0
51,F,3,sports,3916,1,5472,1,583,urban,0
56,F,8,sedan,16550,0,500,0,687,rural,0
83,M,5,sedan,19161,0,500,1,717,rural,0
18,F,6,suv,13187,0,2220,1,655,urban,0
54,M,5,suv,9966,0,9356,0,611,urban,0
36,M,2,truck,4577,0,1919,1,557,urban,0
36,F,7,truck,9590,0,2077,1,562,suburban,1
35,M,4,suv,15005,0,6119,1,583,urban,0
31,F,6,luxury,16683,0,8339,1,595,urban,0
70,M,6,sports,15452,2,4235,2,434,urban,1
57,F,6,luxury,1000,2,1578,1,751,suburban,0
45,M,6,sports,6740,1,8812,0,790,rural,0
65,F,5,suv,15018,0,4151,0,808,urban,0
22,F,5,sports,5498,1,1111,0,546,rural,0
25,M,7,sedan,8772,1,17588,0,557,rural,1
18,M,5,suv,7932,0,2202,1,415,suburban,0
34,F,7,suv,4193,1,1999,0,762,urban,0
47,M,5,suv,15380,0,2021,1,636,urban,0
46,F,7,truck,15173,0,5687,0,737,suburban,0
47,M,7,suv,11745,0,1493,1,701,suburban,0
23,F,4,suv,19384,1,3203,3,755,urban,0
57,M,7,suv,14788,1,2874,1,562,urban,0
48,F,3,luxury,12799,0,3635,0,514,suburban,0
55,M,5,sports,12358,1,1618,2,496,urban,0
18,F,11,sedan,16324,2,3775,1,622,suburban,0
49,M,4,suv,14319,0,12128,0,643,rural,0
27,F,4,sports,8818,0,4320,1,453,urban,0
39,M,6,sedan,14225,1,3285,0,679,rural,1
53,M,4,sports,17247,0,1973,2,597,urban,1
46,F,5,suv,19361,2,651,0,471,suburban,0
32,M,7,sports,23976,2,10147,0,641,suburban,0
45,M,4,sports,18902,2,1550,0,611,urban,1
22,F,3,sports,6034,0,500,1,664,suburban,0
62,F,7,suv,14003,1,2606,1,606,suburban,0
41,F,2,truck,17307,0,2617,2,674,rural,1
61,F,1,truck,4088,1,898,0,548,rural,0
37,M,2,sports,13109,1,3144,1,656,suburban,0
37,M,3,suv,9780,0,6616,1,668,suburban,0
33,M,2,sports,8866,1,3379,3,610,rural,0
58,F,8,truck,14159,1,2381,3,522,rural,0
34,M,2,luxury,7247,0,5367,0,400,rural,0
54,M,7,luxury,8184,0,3501,0,540,rural,0
39,F,2,sports,9202,0,2291,0,629,suburban,1
18,M,5,truck,5914,0,2110,0,649,rural,0
36,M,4,luxury,9308,0,1013,0,618,suburban,0
27,F,3,luxury,19345,0,559,1,850,rural,0
45,M,0,sports,6757,0,4113,1,814,urban,0
27,F,2,sports,12483,0,7451,3,653,rural,0
58,F,4,truck,11420,0,1494,0,598,urban,1
43,M,6,sedan,20803,2,2504,0,687,urban,1
42,M,5,luxury,16066,0,2805,0,478,urban,0
54,M,5,sedan,11724,1,2569,2,726,suburban,0
59,F,3,luxury,19836,0,8022,1,579,suburban,0
44,F,5,luxury,8809,0,842,0,573,urban,0
33,M,5,luxury,19892,0,19677,0,850,suburban,0
18,M,8,sports,18847,0,1711,2,672,urban,1
34,F,4,sedan,13225,1,5462,0,676,suburban,0
35,M,4,suv,8923,0,2335,1,553,suburban,1
46,M,4,sports,18558,1,2976,1,663,suburban,0
39,F,7,luxury,15854,1,1189,0,649,urban,0
55,M,8,sedan,15802,0,3871,1,634,suburban,0
35,M,10,sedan,13776,0,5358,0,730,urban,1
44,M,6,truck,10322,1,3221,1,736,suburban,0
62,M,3,sports,15135,0,608,1,501,rural,0
50,F,5,suv,7737,1,1458,1,533,rural,0
44,F,4,truck,8317,0,553,2,796,suburban,0
35,F,2,sedan,19530,0,1344,1,850,rural,0
35,F,4,truck,24915,0,904,2,691,rural,0
32,M,2,luxury,11000,0,9589,0,402,urban,0
36,M,6,sports,17747,0,6168,1,786,suburban,0
56,M,6,suv,13808,0,30120,1,604,urban,0
41,M,4,suv,11407,1,7839,2,694,urban,0
24,F,3,sedan,10808,0,500,0,723,urban,0
71,M,6,truck,19366,0,2226,1,692,suburban,0
49,M,7,suv,10626,0,512,0,721,rural,0
23,F,8,suv,9255,1,6809,1,758,suburban,0
38,F,2,luxury,17794,0,7611,1,599,rural,0
46,F,4,luxury,19905,0,2587,0,623,rural,0
70,M,1,sedan,16014,2,2350,1,639,suburban,0
28,F,3,truck,3593,0,4815,0,850,rural,0
59,M,5,luxury,11052,0,8753,1,584,rural,0
65,M,5,truck,19089,0,2307,0,586,suburban,0
35,F,6,sedan,13063,2,606,2,760,urban,0
40,F,4,sports,4475,0,522,2,547,rural,0
29,F,5,sedan,15446,1,893,1,651,suburban,1
41,M,5,sports,10403,1,3679,1,766,suburban,1
44,M,7,luxury,6827,2,7775,0,554,rural,0
54,M,2,suv,4975,1,5616,0,734,suburban,0
61,F,6,sedan,12989,0,3154,0,793,suburban,0
33,M,4,truck,15465,0,4094,0,598,rural,1
18,M,4,truck,6991,0,1095,2,411,suburban,0
44,M,3,sports,1642,0,1424,1,712,urban,0
49,M,4,truck,17601,0,1708,0,721,suburban,0
48,F,11,luxury,18603,1,500,0,814,suburban,0
40,M,3,sports,7660,1,2560,3,723,rural,0
46,F,2,suv,10444,1,3116,2,731,suburban,0
67,F,5,sedan,20982,1,1341,1,655,urban,0
50,M,2,sports,7825,1,4098,1,721,urban,0
39,M,5,luxury,14771,2,1879,1,673,urban,0
37,F,9,sports,10311,1,759,1,810,rural,0
42,M,7,luxury,6465,0,2625,1,637,rural,0
69,F,6,sports,8989,0,8236,0,604,suburban,0
42,M,11,sports,4584,1,831,0,690,suburban,1
44,M,2,suv,9745,1,1842,2,716,rural,0
37,F,7,sports,7675,1,500,1,850,rural,0
61,M,6,luxury,11523,0,1776,1,628,rural,0
74,F,5,sports,20131,0,15139,0,583,rural,0
51,F,4,truck,9867,1,2531,0,679,suburban,0
46,M,7,suv,9364,0,913,2,557,rural,0
45,F,5,luxury,6696,0,1189,1,435,urban,0
18,M,4,sedan,18125,0,1680,0,695,rural,0
56,M,3,sports,11856,2,805,1,722,urban,0
47,M,7,luxury,20151,3,6393,0,531,urban,1
51,F,9,truck,9743,2,8341,2,801,suburban,0
34,M,2,sports,14129,0,1578,0,850,rural,0
39,M,7,truck,5439,0,2152,0,631,rural,0
38,F,3,sports,13630,1,9746,0,528,urban,0
60,F,6,sports,19002,1,2443,1,850,rural,1
39,F,6,sedan,13167,1,18030,0,761,suburban,0
76,F,3,sedan,9598,0,4264,3,723,rural,0
51,M,11,truck,2580,0,3776,2,727,rural,0
25,M,6,suv,14713,0,5158,2,800,rural,0
43,M,6,sports,18180,0,2380,1,626,suburban,0
35,M,4,sedan,11904,0,1537,0,598,urban,0
18,F,4,suv,8150,1,1630,1,644,suburban,0
68,F,5,truck,4765,0,2146,0,624,suburban,0
55,M,4,luxury,12083,0,864,0,514,suburban,0
52,F,7,sedan,13043,0,1924,0,522,rural,0
47,F,6,sports,9465,0,1069,0,665,urban,0
24,F,11,sedan,15029,0,500,1,606,urban,0
37,F,1,sports,13108,1,10657,1,626,rural,0
57,F,4,sedan,13864,0,1653,1,695,suburban,1
29,M,8,truck,17918,1,2110,0,673,rural,0
18,M,1,truck,8144,0,1578,0,734,rural,0
41,F,3,truck,10489,0,5142,0,688,rural,0
42,F,17,truck,16154,1,2910,0,428,urban,0
47,M,5,truck,10971,0,4270,1,569,rural,0
55,M,5,sports,18217,0,4619,0,734,suburban,0
54,F,10,sports,7711,0,1284,2,572,rural,0
48,F,5,luxury,17117,0,1718,0,753,urban,0
62,F,6,truck,15679,2,1598,2,498,suburban,0
22,M,2,suv,13866,1,935,0,587,rural,0
52,F,3,sports,19611,0,2213,1,691,suburban,0
54,F,3,sports,11443,1,1770,2,620,rural,0
26,F,10,luxury,17806,0,8991,0,519,suburban,0
22,F,5,sports,12945,1,13163,0,586,suburban,0
33,F,6,sedan,17588,1,881,1,689,urban,0
35,F,5,sports,15433,1,624,2,697,suburban,0
56,F,1,sedan,13139,0,8025,0,718,rural,1
35,F,2,luxury,8972,1,11671,2,548,urban,0
32,M,6,sedan,9395,1,1191,2,441,urban,0
35,M,10,suv,14132,0,1487,0,589,urban,0
61,M,5,sports,19382,0,1338,1,672,suburban,0
45,F,6,suv,11358,1,3848,0,680,suburban,0
42,M,3,truck,14060,1,6780,1,580,urban,0
43,M,3,luxury,12093,1,759,0,641,rural,0
64,M,2,luxury,16841,0,1359,0,616,rural,0
33,M,2,sports,11156,0,1100,4,675,urban,0
64,M,3,sports,12529,0,579,0,662,suburban,0
48,F,8,luxury,7592,0,530,1,628,urban,0
42,M,9,sports,14187,1,9682,0,833,rural,0
82,F,3,sedan,7284,0,2011,1,507,rural,0
